iter	MultiClass
283	0.09332440861
284	0.09317566426
285	0.092951756
286	0.09274118604
287	0.09259189896
288	0.09236887959
289	0.09220071405
290	0.09193894195
291	0.09165527825
292	0.09149272327
293	0.09123588392
294	0.09103817891
295	0.09081926629
296	0.0905693577
297	0.09021403806
298	0.09001964699
299	0.08977163696
300	0.08958440705
301	0.0893101896
302	0.08908889186
303	0.08887381881
304	0.08864885044
305	0.08845489967
306	0.08824536517
307	0.08808386242
308	0.08791836279
309	0.08770717647
310	0.08747911093
311	0.0873514861
312	0.08710649443
313	0.08686966165
314	0.08667380254
315	0.08653490476
316	0.0863480901
317	0.0861203111
318	0.08594555023
319	0.08573211797
320	0.0855019436
321	0.085350617
322	0.08514946463
323	0.08504372746
324	0.08486546859
325	0.08470021729
326	0.08450700589
327	0.08437357879
328	0.08422601446
329	0.08409112513
330	0.08391639437
331	0.08376262152
332	0.08363152392
333	0.08342599376
334	0.0832560549
335	0.08306013513
336	0.08284063673
337	0.08266512446
338	0.08245208657
339	0.08227430953
340	0.08214765566
341	0.08198348828
342	0.0818122806
343	0.08166852402
344	0.08154220644
345	0.08134770394
346	0.08115917085
347	0.08095333671
348	0.08077667059
349	0.08060079028
350	0.08043786894
351	0.08025114713
352	0.0801113488
353	0.07996474298
354	0.07982469523
355	0.0796103081
356	0.07940966872
357	0.07924257176
358	0.07913034846
359	0.07896513877
360	0.0788221312
361	0.07870266822
362	0.07857217979
363	0.07841425612
364	0.07829517209
365	0.07817359144
366	0.07807629182
367	0.07792282322
368	0.0776768923
369	0.07756186033
370	0.0773786484
371	0.07718766478
372	0.07703333268
373	0.07684864682
374	0.07668445623
375	0.07654770656
376	0.07640431244
377	0.07622189515
378	0.07607366211
379	0.07588060577
380	0.07576619411
381	0.07562005331
382	0.07549184961
383	0.07530915092
384	0.07514916508
385	0.07498233113
386	0.074777559
387	0.07463962543
388	0.07450434411
389	0.07428433785
390	0.07403878446
391	0.07391476216
392	0.07377341333
393	0.07361311497
394	0.07347118882
395	0.07333150031
396	0.07320318218
397	0.07304011554
398	0.07287392215
399	0.07272802626
400	0.07258426069
401	0.07245290832
402	0.07228557047
403	0.07210314608
404	0.07199912594
405	0.07181096656
406	0.07164259083
407	0.07152174187
408	0.07140068663
409	0.07124496418
410	0.07111123095
411	0.07097707423
412	0.07084765721
413	0.07072785041
414	0.07062264653
415	0.07051506881
416	0.07036785394
417	0.07019923455
418	0.07005519538
419	0.06990077832
420	0.06979118825
421	0.06967431498
422	0.06951894011
423	0.06942295018
424	0.06934681976
425	0.06921983751
426	0.06908144503
427	0.06895863855
428	0.06885679672
429	0.06872957886
430	0.06862100154
431	0.06849988476
432	0.06836426986
433	0.06820365235
434	0.0680554243
435	0.06795843195
436	0.06780725659
437	0.06767780573
438	0.06750374318
439	0.0673934817
440	0.0672263215
441	0.06712956182
442	0.06696313204
443	0.06685570317
444	0.06669751515
445	0.06660111377
446	0.06648581953
447	0.06638664796
448	0.06626497229
449	0.06613486511
450	0.06595824632
451	0.06584518639
452	0.06574668531
453	0.06562814936
454	0.06548320118
455	0.06539170796
456	0.06528105063
457	0.06515382143
458	0.06505584953
459	0.06490168505
460	0.06481785232
461	0.06470741118
462	0.0646161533
463	0.06448634534
464	0.06438099791
465	0.0642510533
466	0.06408979944
467	0.06399152347
468	0.06383336086
469	0.06373439789
470	0.06359002032
471	0.0634306554
472	0.0633110357
473	0.06321700078
474	0.06314555206
475	0.06303167321
476	0.06291541742
477	0.06276514201
478	0.06260382197
479	0.06250532946
480	0.06240735838
481	0.062340501
482	0.06222226504
483	0.06214411715
484	0.06204365418
485	0.06195610459
486	0.06187433342
487	0.06173327986
488	0.06162228907
489	0.061541936
490	0.06142851729
491	0.06133625795
492	0.06123400926
493	0.06115227285
494	0.06107888461
495	0.06097808642
496	0.0609065198
497	0.06080761387
498	0.06072246841
499	0.06061026549
500	0.06050191563
501	0.06037658168
502	0.06031190902
503	0.0601638826
504	0.06008133213
505	0.05998341369
506	0.05990122068
507	0.05974244407
508	0.05964814086
509	0.0595566056
510	0.05941922204
511	0.0592970232
512	0.05920060551
513	0.05908058325
514	0.05896401485
515	0.0588601542
516	0.05876745285
517	0.05869147757
518	0.05856341568
519	0.0584808964
520	0.05839025552
521	0.05826705599
522	0.05813235542
523	0.05802120625
524	0.0579444897
525	0.05786292654
526	0.05779379161
527	0.05771050023
528	0.05757582935
529	0.05748343373
530	0.05736872101
531	0.0572913884
532	0.05717850107
533	0.05709229754
534	0.05701356874
535	0.05691260278
536	0.05681618102
537	0.05671726173
538	0.05665595257
539	0.05658707651
540	0.05649813796
541	0.05644397433
542	0.05635658845
543	0.05625227523
544	0.05616356203
545	0.05606859907
546	0.05592932261
547	0.05586242999
548	0.05579064285
549	0.05569859493
550	0.05560973473
551	0.0555451934
552	0.05546643734
553	0.0553488466
554	0.05525462527
555	0.05515989647
556	0.05503377918
557	0.0549482049
558	0.05483869475
559	0.05478289846
560	0.05472159075
561	0.05460906674
562	0.05450931814
563	0.05442713222
564	0.05436097401
565	0.05427744014
566	0.05417469162
567	0.05406882508
568	0.05400422704
569	0.05392656957
570	0.05384753271
571	0.05379178451
572	0.05367266868
573	0.05358408257
574	0.05351200926
575	0.05343551268
576	0.0533427329
577	0.05327060456
578	0.05321983101
579	0.05315366555
580	0.05306652316
581	0.05298565146
582	0.05290152068
583	0.05283882811
584	0.05272645144
585	0.05266532338
586	0.05258071135
587	0.05250787908
588	0.05238944132
589	0.05230930109
590	0.05221119449
591	0.05212649414
592	0.05204924978
593	0.05194604111
594	0.05183602344
595	0.05176420239
596	0.05169317228
597	0.05161531974
598	0.05151975758
599	0.05146388929
600	0.05139826659
601	0.05132688712
602	0.05121315082
603	0.05116154089
604	0.05106722914
605	0.05099420095
606	0.05087479738
607	0.05080031297
608	0.0507352831
609	0.05064473506
610	0.05056321871
611	0.05049077325
612	0.05044209846
613	0.05034469105
614	0.05025640702
615	0.05018835764
616	0.05010461099
617	0.05001674276
618	0.04995441573
619	0.04990254001
620	0.04983249499
621	0.04978215256
622	0.04973955384
623	0.04967610681
624	0.04960627073
625	0.04955007097
626	0.04945877939
627	0.04937220551
628	0.04927476498
629	0.04918476991
630	0.04910897552
631	0.0490491126
632	0.04897950017
633	0.04890628342
634	0.04884356328
635	0.04876744274
636	0.04871201863
637	0.04864406096
638	0.04858960402
639	0.04852612809
640	0.04845209507
641	0.04836067454
642	0.04828398197
643	0.04821528443
644	0.04813614552
645	0.04807305314
646	0.04797142411
647	0.04791396087
648	0.04785632002
649	0.04779335769
650	0.04774185472
651	0.04768353239
652	0.0476254694
653	0.04756035413
654	0.04749980577
655	0.04744616037
656	0.04738465584
657	0.04733141763
658	0.04723232898
659	0.0471612985
660	0.04711121063
661	0.04704808295
662	0.04698197176
663	0.04691735752
664	0.0468592961
665	0.04680021411
666	0.04674189162
667	0.04667796705
668	0.04662800857
669	0.0465716864
670	0.04650316337
671	0.04643204525
672	0.04636205638
673	0.04626742473
674	0.04620575564
675	0.0461534541
676	0.04607683256
677	0.04603868767
678	0.04597280037
679	0.04590435708
680	0.04584278044
681	0.04577148202
682	0.04569586352
683	0.04564356117
684	0.04558655632
685	0.04550860813
686	0.04541003412
687	0.0453299558
688	0.04526546109
689	0.04520454115
690	0.0451233225
691	0.04507061656
692	0.04501828423
693	0.04495239562
694	0.04489437962
695	0.04484793725
696	0.04479208077
697	0.04472891656
698	0.04469052854
699	0.04465112494
700	0.04458675562
701	0.0445281765
702	0.04447297678
703	0.04440708563
704	0.04434033519
705	0.04429010763
706	0.04422191343
707	0.04417730194
708	0.04413528603
709	0.04408571552
710	0.0440348483
711	0.04394892444
712	0.04389815662
713	0.04384938214
714	0.04381214029
715	0.04374944139
716	0.04370052743
717	0.04364892212
718	0.04358105494
719	0.04355537404
720	0.04348421215
721	0.04342254052
722	0.04336836752
723	0.04331006415
724	0.04326356072
725	0.04319483175
726	0.04314244327
727	0.04307517532
728	0.04301374577
729	0.04295006615
730	0.04291115225
731	0.04287560096
732	0.04277334783
733	0.04271090342
734	0.04265339571
735	0.04261036515
736	0.04253415749
737	0.04249161419
738	0.0424471728
739	0.0423845174
740	0.04232433509
741	0.04224338733
742	0.04219756726
743	0.04213802923
744	0.04208070883
745	0.04202464359
746	0.041969248
747	0.04190141064
748	0.04185865694
749	0.04181326604
750	0.04173863037
751	0.04167863673
752	0.04160462825
753	0.04154850889
754	0.04148794046
755	0.04142338225
756	0.04137750184
757	0.04134139196
758	0.04129605183
759	0.04122775035
760	0.04118666628
761	0.04114657397
762	0.04109820469
763	0.04104634409
764	0.0410012996
765	0.04094649332
766	0.04090219496
767	0.04086548583
768	0.04080942415
769	0.0407662661
770	0.04072208947
771	0.04067371696
772	0.04061551568
773	0.04057890457
774	0.04051622014
775	0.04044956845
776	0.04039913109
777	0.04035496771
778	0.04028960768
779	0.04023108626
780	0.04018101252
781	0.04014256466
782	0.040106503
783	0.0400573423
784	0.04000487506
785	0.0399640544
786	0.03992144552
787	0.03985914895
788	0.03981875937
789	0.03977837022
790	0.0397172842
791	0.03968282839
792	0.03963114448
793	0.03958313198
794	0.03953828692
795	0.03949365934
796	0.03944399558
797	0.03939878871
798	0.03932377099
799	0.03927060807
800	0.03923101463
801	0.03918669312
802	0.03913559981
803	0.03908782117
804	0.0390387988
805	0.03900160995
806	0.03895406993
807	0.03890572643
808	0.03885188798
809	0.03881319676
810	0.03875979485
811	0.03868482546
812	0.03865116612
813	0.03860451806
814	0.0385505036
815	0.03851156129
816	0.03847085784
817	0.03841439451
818	0.03836494624
819	0.03830485594
820	0.03825789949
821	0.03818563554
822	0.03813610665
823	0.03809147222
824	0.03804515074
825	0.03799097291
826	0.03795690834
827	0.03789561408
828	0.03786442271
829	0.03781643471
830	0.03776514691
831	0.03772663082
832	0.03765558886
833	0.03760216526
834	0.03756444888
835	0.0375335907
836	0.03747210838
837	0.03743967782
838	0.0374076078
839	0.03732423819
840	0.03729137185
841	0.03724492166
842	0.0372057762
843	0.03716823721
844	0.03711226698
845	0.03706649535
846	0.0370271231
847	0.03697294788
848	0.03693762153
849	0.03688901563
850	0.03685623986
851	0.03682810706
852	0.03678857119
853	0.0367362452
854	0.03668952429
855	0.03664895824
856	0.03660840241
857	0.03656246901
858	0.03651460731
859	0.03647850943
860	0.03641299889
861	0.03636557975
862	0.03632051615
863	0.03627267763
864	0.0362265453
865	0.03619644848
866	0.0361561707
867	0.036127094
868	0.03608726839
869	0.03602062774
870	0.03598059062
871	0.03594539053
872	0.03589712385
873	0.03585228463
874	0.03581616717
875	0.03576838269
876	0.03572482513
877	0.03569241634
878	0.03565167473
879	0.03560806191
880	0.03558062197
881	0.03554381367
882	0.0355148999
883	0.03547145128
884	0.03543521468
885	0.0353947756
886	0.03534734618
887	0.03529839511
888	0.03526972997
889	0.03524463173
890	0.03520508128
891	0.03516080547
892	0.03512814695
893	0.03508563185
894	0.03503835151
895	0.03498804495
896	0.03494737825
897	0.03492306526
898	0.03489305902
899	0.0348562888
900	0.03481923461
901	0.03478636366
902	0.03475078293
903	0.03469914505
904	0.03463535208
905	0.03459265498
906	0.03455022785
907	0.03451440473
908	0.0344795329
909	0.03445123859
910	0.03441033438
911	0.03436798535
912	0.03433767702
913	0.03429715974
914	0.03426402173
915	0.03421142351
916	0.0341703943
917	0.03413170223
918	0.03408534828
919	0.03404312692
920	0.03400498236
921	0.03396806772
922	0.03392797615
923	0.03389907014
924	0.0338536974
925	0.03381925912
926	0.03377890388
927	0.03373784112
928	0.03370570802
929	0.03368188861
930	0.03365006795
931	0.03362599403
932	0.03360204551
933	0.03354716384
934	0.03352021119
935	0.03348757239
936	0.03345117479
937	0.03341747072
938	0.03338399718
939	0.0333633678
940	0.03332945456
941	0.03329561659
942	0.03326776413
943	0.03322816859
944	0.03319576686
945	0.03316040751
946	0.0331183103
947	0.03307762223
948	0.03303912708
949	0.03299303557
950	0.03296110228
951	0.03292786389
952	0.03290748218
953	0.03287645413
954	0.03284120786
955	0.03279753741
956	0.03277041304
957	0.03274118175
958	0.03271347218
959	0.03269351545
960	0.03265825674
961	0.03260387886
962	0.03258028016
963	0.03254137887
964	0.03250440217
965	0.0324621425
966	0.03242239467
967	0.03238237915
968	0.03234498554
969	0.0323094844
970	0.03227386918
971	0.03221087454
972	0.03217780336
973	0.03213987171
974	0.03209860767
975	0.03207326095
976	0.03205026204
977	0.03201842993
978	0.03198227066
979	0.03195497835
980	0.03192835927
981	0.03187899596
982	0.03185381678
983	0.03181942162
984	0.03179639833
985	0.03177298334
986	0.03173924147
987	0.03170443888
988	0.03167449719
989	0.03162489714
990	0.03159525075
991	0.03156587884
992	0.03151566022
993	0.03148425865
994	0.03143516443
995	0.03140755401
996	0.03137013496
997	0.03133810344
998	0.03130021611
999	0.03127469741
